utilization_id,vehicle_id,date,total_shipments,total_weight_kg,total_volume_m3,total_distance_km,total_revenue,total_cost,capacity_utilization_pct,volume_utilization_pct,distance_utilization_km,revenue_per_km,cost_per_km,profit_per_km,utilization_score,efficiency_rating,maintenance_required
194,VH0094,2025-06-24,2,11072.8,5.47,333.9,1322.46,311.36,76.8,3.8,333.9,3.96,0.93,3.03,40.3,Poor,True
195,VH0095,2025-06-24,1,1931.2,8.94,248.0,346.55,224.69,7.0,3.2,248.0,1.4,0.91,0.49,5.1,Excellent,False
196,VH0096,2025-06-24,1,6040.8,14.14,109.4,676.49,102.27,27.2,6.4,109.4,6.18,0.93,5.25,16.8,Poor,False
197,VH0100,2025-06-24,2,6682.2,24.96,277.1,653.45,453.12,36.6,13.7,277.1,2.36,1.64,0.72,25.2,Average,False
198,VH0104,2025-06-24,1,21150.2,15.31,169.9,252.86,234.27,78.1,5.7,169.9,1.49,1.38,0.11,41.9,Good,False
199,VH0106,2025-06-24,2,16025.6,18.76,392.8,929.61,625.44,62.2,7.3,392.8,2.37,1.59,0.77,34.7,Good,False
200,VH0111,2025-06-24,1,7686.1,10.59,180.4,461.03,150.55,31.2,4.3,180.4,2.56,0.83,1.72,17.8,Excellent,False
201,VH0114,2025-06-24,2,27925.9,26.31,177.5,1222.0,488.11,149.5,14.1,177.5,6.88,2.75,4.13,81.8,Average,False
202,VH0116,2025-06-24,1,1589.9,7.34,172.9,130.72,174.35,11.8,5.5,172.9,0.76,1.01,-0.25,8.6,Good,False
203,VH0118,2025-06-24,1,484.6,17.64,164.6,339.45,286.53,39.7,144.6,164.6,2.06,1.74,0.32,92.2,Good,False
204,VH0120,2025-06-24,1,8939.7,1.74,111.4,579.46,238.35,58.0,1.1,111.4,5.2,2.14,3.06,29.6,Excellent,False
205,VH0125,2025-06-24,1,685.6,11.66,189.0,385.11,321.2,49.4,84.0,189.0,2.04,1.7,0.34,66.7,Good,False
206,VH0126,2025-06-24,1,22363.1,2.74,195.2,489.14,159.36,57.4,0.7,195.2,2.51,0.82,1.69,29.1,Poor,False
207,VH0127,2025-06-24,1,7718.1,14.22,104.4,323.39,293.02,60.9,11.2,104.4,3.1,2.81,0.29,36.1,Average,False
208,VH0128,2025-06-24,1,2483.1,4.21,90.3,391.25,159.64,49.6,8.4,90.3,4.33,1.77,2.56,29.0,Good,False
209,VH0131,2025-06-24,1,409.5,8.78,259.1,203.9,270.88,5.3,11.3,259.1,0.79,1.05,-0.26,8.3,Average,False
210,VH0134,2025-06-24,1,15126.1,12.93,145.6,620.33,213.25,38.1,3.3,145.6,4.26,1.46,2.8,20.7,Average,False
211,VH0144,2025-06-24,1,3284.1,13.89,162.0,343.15,264.1,46.4,19.6,162.0,2.12,1.63,0.49,33.0,Excellent,False
212,VH0153,2025-06-24,1,6035.1,2.71,152.5,330.05,194.35,60.5,2.7,152.5,2.16,1.27,0.89,31.6,Excellent,False
213,VH0159,2025-06-24,1,2068.6,11.91,95.3,494.27,304.3,58.2,33.5,95.3,5.19,3.19,1.99,45.9,Excellent,False
214,VH0161,2025-06-24,1,132.0,0.4,145.6,100.99,86.29,7.4,2.2,145.6,0.69,0.59,0.1,4.8,Average,False
215,VH0173,2025-06-24,1,1036.5,11.04,189.7,470.49,295.79,16.3,17.3,189.7,2.48,1.56,0.92,16.8,Poor,False
216,VH0174,2025-06-24,1,14638.6,1.86,122.9,133.13,77.64,40.6,0.5,122.9,1.08,0.63,0.45,20.5,Excellent,False
217,VH0176,2025-06-24,1,448.2,16.58,85.7,536.96,190.43,4.3,16.0,85.7,6.27,2.22,4.04,10.2,Average,False
218,VH0177,2025-06-24,1,2739.0,9.6,253.0,230.6,324.63,7.8,2.7,253.0,0.91,1.28,-0.37,5.2,Poor,False
219,VH0178,2025-06-24,2,3166.5,18.87,249.5,735.75,277.4,113.0,67.3,249.5,2.95,1.11,1.84,90.2,Good,False
220,VH0180,2025-06-24,2,6557.8,35.1,437.1,630.83,419.51,120.2,64.3,437.1,1.44,0.96,0.48,92.2,Good,False
221,VH0182,2025-06-24,2,8623.0,30.05,335.5,1258.45,415.39,105.3,36.7,335.5,3.75,1.24,2.51,71.0,Good,False
222,VH0184,2025-06-24,1,6955.1,4.89,117.9,390.46,209.34,32.6,2.3,117.9,3.31,1.78,1.54,17.4,Poor,False
223,VH0185,2025-06-24,2,7912.4,12.86,213.1,695.52,630.24,73.0,11.9,213.1,3.26,2.96,0.31,42.4,Average,False
224,VH0189,2025-06-24,1,736.6,1.24,90.3,230.94,291.66,39.1,6.6,90.3,2.56,3.23,-0.67,22.8,Poor,False
225,VH0191,2025-06-24,1,1989.0,10.15,47.0,632.23,141.7,66.4,33.9,47.0,13.45,3.01,10.44,50.2,Good,False
226,VH0194,2025-06-24,1,1553.0,16.43,109.5,564.87,226.1,5.9,6.2,109.5,5.16,2.06,3.09,6.1,Good,False
227,VH0198,2025-06-24,1,769.0,0.4,207.9,753.95,85.65,12.8,0.7,207.9,3.63,0.41,3.21,6.7,Good,False
228,VH0003,2025-06-25,2,1493.0,18.0,236.8,767.83,522.64,59.9,72.2,236.8,3.24,2.21,1.04,66.0,Poor,False
229,VH0006,2025-06-25,2,7074.4,33.3,323.8,809.16,538.7,28.9,13.6,323.8,2.5,1.66,0.84,21.2,Good,False
230,VH0007,2025-06-25,1,7016.9,18.63,109.4,260.93,137.84,24.7,6.5,109.4,2.39,1.26,1.13,15.6,Good,False
231,VH0008,2025-06-25,1,8031.4,13.95,133.2,528.95,293.0,65.8,11.4,133.2,3.97,2.2,1.77,38.6,Good,False
232,VH0009,2025-06-25,1,3391.6,9.65,125.4,553.28,101.49,43.4,12.4,125.4,4.41,0.81,3.6,27.9,Good,False
233,VH0010,2025-06-25,1,2145.0,17.92,88.1,728.22,131.91,31.1,26.0,88.1,8.27,1.5,6.77,28.5,Average,False
234,VH0012,2025-06-25,2,14182.5,11.11,261.5,787.65,491.14,90.6,7.1,261.5,3.01,1.88,1.13,48.8,Average,False
235,VH0013,2025-06-25,1,4470.3,3.92,145.6,754.2,156.82,56.7,5.0,145.6,5.18,1.08,4.1,30.8,Average,False
236,VH0017,2025-06-25,1,267.4,15.52,117.1,761.53,298.67,21.2,122.9,117.1,6.5,2.55,3.95,72.0,Excellent,False
237,VH0018,2025-06-25,2,21792.8,21.4,255.1,961.82,310.32,134.7,13.2,255.1,3.77,1.22,2.55,74.0,Average,False
238,VH0020,2025-06-25,1,5211.8,3.27,214.4,751.03,206.15,23.7,1.5,214.4,3.5,0.96,2.54,12.6,Poor,False
239,VH0021,2025-06-25,1,12473.8,9.37,162.0,158.39,247.48,74.5,5.6,162.0,0.98,1.53,-0.55,40.0,Excellent,False
240,VH0022,2025-06-25,1,4622.7,5.47,228.7,186.27,279.42,36.4,4.3,228.7,0.81,1.22,-0.41,20.3,Average,False
241,VH0025,2025-06-25,1,16301.3,16.27,159.6,208.71,289.3,50.7,5.1,159.6,1.31,1.81,-0.5,27.9,Excellent,False
242,VH0026,2025-06-25,1,13266.3,9.55,145.6,664.18,281.16,66.8,4.8,145.6,4.56,1.93,2.63,35.8,Excellent,False
243,VH0027,2025-06-25,2,595.9,7.81,495.6,592.44,514.54,48.5,63.6,495.6,1.2,1.04,0.16,56.1,Excellent,False
244,VH0028,2025-06-25,1,1400.1,13.5,137.9,346.77,344.84,7.2,6.9,137.9,2.51,2.5,0.01,7.1,Good,False
245,VH0030,2025-06-25,1,577.6,5.86,156.4,705.8,120.55,19.6,19.9,156.4,4.51,0.77,3.74,19.7,Excellent,False
246,VH0031,2025-06-25,1,24833.7,4.69,236.1,579.06,182.17,73.4,1.4,236.1,2.45,0.77,1.68,37.4,Good,False
247,VH0032,2025-06-25,1,2988.2,9.23,164.6,259.71,233.31,42.0,13.0,164.6,1.58,1.42,0.16,27.5,Good,False
248,VH0033,2025-06-25,2,5268.2,18.11,263.3,718.93,483.82,101.6,34.9,263.3,2.73,1.84,0.89,68.2,Poor,False
249,VH0034,2025-06-25,1,2364.6,10.48,210.1,564.37,201.75,6.8,3.0,210.1,2.69,0.96,1.73,4.9,Good,False
250,VH0036,2025-06-25,1,1824.8,2.71,163.3,239.71,199.64,5.2,0.8,163.3,1.47,1.22,0.25,3.0,Excellent,False
251,VH0038,2025-06-25,2,22800.1,7.75,354.5,999.92,322.71,79.0,2.7,354.5,2.82,0.91,1.91,40.9,Excellent,False
252,VH0039,2025-06-25,1,4932.1,4.13,93.7,269.82,174.81,53.0,4.4,93.7,2.88,1.87,1.01,28.7,Excellent,False
253,VH0040,2025-06-25,1,7617.2,19.17,142.7,623.97,180.5,56.7,14.3,142.7,4.37,1.26,3.11,35.5,Average,False
254,VH0041,2025-06-25,1,7233.8,17.26,149.6,573.35,172.44,40.4,9.6,149.6,3.83,1.15,2.68,25.0,Average,False
255,VH0042,2025-06-25,1,3325.8,3.86,189.9,679.21,223.76,10.4,1.2,189.9,3.58,1.18,2.4,5.8,Poor,False
256,VH0045,2025-06-25,2,8888.1,12.5,371.9,1361.56,475.28,85.5,12.0,371.9,3.66,1.28,2.38,48.7,Average,False
257,VH0047,2025-06-25,2,15151.9,30.53,319.9,653.59,443.5,66.7,13.4,319.9,2.04,1.39,0.66,40.1,Good,True
258,VH0049,2025-06-25,1,11835.7,13.4,91.8,746.55,287.88,37.0,4.2,91.8,8.13,3.14,5.0,20.6,Good,False
259,VH0050,2025-06-25,1,6189.8,11.67,153.5,618.29,347.44,46.3,8.7,153.5,4.03,2.26,1.76,27.5,Poor,False
260,VH0051,2025-06-25,1,7583.6,8.04,89.5,348.24,116.87,39.4,4.2,89.5,3.89,1.31,2.59,21.8,Excellent,False
261,VH0052,2025-06-25,1,2994.2,0.25,189.1,747.65,344.12,55.8,0.5,189.1,3.95,1.82,2.13,28.2,Excellent,False
262,VH0053,2025-06-25,1,13295.0,4.27,133.2,670.82,230.08,67.0,2.2,133.2,5.04,1.73,3.31,34.6,Average,False
263,VH0054,2025-06-25,1,4587.0,15.1,228.7,691.73,228.32,16.7,5.5,228.7,3.02,1.0,2.03,11.1,Average,False
264,VH0055,2025-06-25,2,3316.3,35.37,412.2,1389.39,480.7,77.6,82.7,412.2,3.37,1.17,2.2,80.1,Average,False
265,VH0056,2025-06-25,1,2908.9,10.73,199.8,331.55,238.89,47.6,17.6,199.8,1.66,1.2,0.46,32.6,Good,False
266,VH0057,2025-06-25,1,342.1,0.79,236.1,717.74,229.26,19.8,4.6,236.1,3.04,0.97,2.07,12.2,Average,False
267,VH0058,2025-06-25,1,4803.2,12.57,157.7,700.24,208.26,42.6,11.2,157.7,4.44,1.32,3.12,26.9,Excellent,False
268,VH0059,2025-06-25,1,624.3,19.35,117.0,702.26,203.38,28.9,89.6,117.0,6.0,1.74,4.26,59.2,Average,False
269,VH0062,2025-06-25,1,6552.7,8.89,189.0,398.19,315.36,29.5,4.0,189.0,2.11,1.67,0.44,16.7,Excellent,False
270,VH0063,2025-06-25,1,22.4,4.46,61.9,166.54,315.2,0.9,17.2,61.9,2.69,5.09,-2.4,9.0,Good,False
271,VH0064,2025-06-25,1,10608.0,17.83,109.4,383.71,80.88,31.7,5.3,109.4,3.51,0.74,2.77,18.5,Excellent,True
272,VH0065,2025-06-25,2,8778.4,30.95,372.0,621.42,271.75,48.8,17.2,372.0,1.67,0.73,0.94,33.0,Average,False
273,VH0066,2025-06-25,2,3245.1,16.85,380.8,688.41,273.6,27.9,14.5,380.8,1.81,0.72,1.09,21.2,Average,False
274,VH0070,2025-06-25,2,10434.2,18.91,258.3,1297.86,675.17,48.1,8.7,258.3,5.02,2.61,2.41,28.4,Good,False
275,VH0072,2025-06-25,2,35515.7,15.86,230.9,442.26,496.3,91.0,4.1,230.9,1.92,2.15,-0.23,47.5,Poor,False
276,VH0073,2025-06-25,1,676.5,19.98,109.4,368.99,121.04,28.1,83.0,109.4,3.37,1.11,2.27,55.5,Good,True
277,VH0075,2025-06-25,1,3297.2,1.61,111.4,246.63,81.92,60.5,3.0,111.4,2.21,0.74,1.48,31.7,Average,False
278,VH0077,2025-06-25,1,5472.1,0.7,192.7,305.95,204.34,30.4,0.4,192.7,1.59,1.06,0.53,15.4,Good,False
279,VH0080,2025-06-25,1,1826.5,1.96,149.1,714.78,309.79,70.3,7.5,149.1,4.79,2.08,2.72,38.9,Poor,True
280,VH0081,2025-06-25,2,486.6,26.68,252.9,963.37,342.0,7.5,40.9,252.9,3.81,1.35,2.46,24.2,Excellent,False
281,VH0083,2025-06-25,1,4317.9,7.06,159.2,697.91,191.65,76.1,12.4,159.2,4.38,1.2,3.18,44.3,Good,True
282,VH0084,2025-06-25,2,3262.4,13.92,346.0,875.75,362.81,69.6,29.7,346.0,2.53,1.05,1.48,49.6,Poor,False
283,VH0085,2025-06-25,1,868.2,0.87,88.1,641.98,192.2,31.2,3.1,88.1,7.29,2.18,5.11,17.2,Poor,False
284,VH0087,2025-06-25,2,452.7,12.04,344.4,1201.83,325.12,7.4,19.7,344.4,3.49,0.94,2.55,13.5,Good,True
285,VH0092,2025-06-25,1,45.3,16.98,162.0,390.26,175.42,1.7,64.2,162.0,2.41,1.08,1.33,33.0,Poor,False
286,VH0093,2025-06-25,1,617.8,3.16,195.2,213.6,321.43,10.3,5.3,195.2,1.09,1.65,-0.55,7.8,Excellent,False
287,VH0094,2025-06-25,1,6883.0,9.08,202.0,693.64,252.39,47.7,6.3,202.0,3.43,1.25,2.18,27.0,Poor,False
288,VH0096,2025-06-25,1,8785.6,2.15,199.8,257.96,264.51,39.5,1.0,199.8,1.29,1.32,-0.03,20.3,Average,False
289,VH0097,2025-06-25,1,14400.1,0.91,199.3,495.64,92.4,43.9,0.3,199.3,2.49,0.46,2.02,22.1,Poor,False
290,VH0098,2025-06-25,1,846.5,12.83,180.4,267.92,247.49,53.6,81.3,180.4,1.49,1.37,0.11,67.5,Poor,False
291,VH0099,2025-06-25,1,8477.5,1.69,120.5,119.24,79.11,25.3,0.5,120.5,0.99,0.66,0.33,12.9,Excellent,False
292,VH0100,2025-06-25,1,2469.8,9.56,81.4,158.08,297.62,13.5,5.2,81.4,1.94,3.66,-1.71,9.4,Excellent,True
293,VH0103,2025-06-25,1,13808.6,11.96,214.4,424.55,239.92,53.0,4.6,214.4,1.98,1.12,0.86,28.8,Good,False
294,VH0104,2025-06-25,1,7962.2,13.3,152.5,566.72,255.21,29.4,4.9,152.5,3.72,1.67,2.04,17.2,Poor,False
295,VH0105,2025-06-25,1,13733.5,4.89,147.1,280.05,148.01,75.5,2.7,147.1,1.9,1.01,0.9,39.1,Good,False
296,VH0106,2025-06-25,1,16218.8,5.92,207.1,681.84,160.53,62.9,2.3,207.1,3.29,0.78,2.52,32.6,Average,False
297,VH0108,2025-06-25,2,22088.0,14.81,363.1,833.69,529.58,103.3,6.9,363.1,2.3,1.46,0.84,55.1,Average,False
298,VH0109,2025-06-25,2,5528.1,10.93,425.8,1141.41,288.58,39.5,7.8,425.8,2.68,0.68,2.0,23.6,Good,False
299,VH0110,2025-06-25,1,2962.8,14.24,166.7,738.3,345.51,68.8,33.1,166.7,4.43,2.07,2.36,50.9,Excellent,False
300,VH0111,2025-06-25,1,11830.8,6.73,231.5,318.11,209.73,48.1,2.7,231.5,1.37,0.91,0.47,25.4,Average,False
301,VH0112,2025-06-25,1,3173.0,12.38,169.9,773.48,256.85,8.4,3.3,169.9,4.55,1.51,3.04,5.9,Average,False
302,VH0113,2025-06-25,1,1145.4,0.72,117.0,622.05,251.23,41.0,2.6,117.0,5.32,2.15,3.17,21.8,Excellent,False
303,VH0115,2025-06-25,1,2069.2,7.16,156.4,597.17,250.83,9.4,3.3,156.4,3.82,1.6,2.21,6.4,Good,False
304,VH0117,2025-06-25,3,13707.1,48.51,528.3,1645.71,693.39,82.1,29.0,528.3,3.12,1.31,1.8,55.6,Good,False
305,VH0118,2025-06-25,1,141.4,9.17,163.0,297.67,193.34,11.6,75.2,163.0,1.83,1.19,0.64,43.4,Average,False
306,VH0121,2025-06-25,1,4169.3,4.51,111.3,222.8,174.16,28.4,3.1,111.3,2.0,1.56,0.44,15.7,Good,False
307,VH0122,2025-06-25,1,7173.9,8.71,133.3,552.5,190.7,73.8,9.0,133.3,4.14,1.43,2.71,41.4,Excellent,False
308,VH0123,2025-06-25,2,7744.4,22.67,232.8,812.94,315.93,59.3,17.4,232.8,3.49,1.36,2.13,38.4,Average,False
309,VH0124,2025-06-25,1,7955.2,9.9,101.9,727.66,287.71,37.4,4.7,101.9,7.14,2.82,4.32,21.0,Excellent,True
310,VH0126,2025-06-25,1,8794.2,8.6,109.5,254.27,282.63,22.6,2.2,109.5,2.32,2.58,-0.26,12.4,Average,False
311,VH0127,2025-06-25,1,3943.5,6.23,207.1,160.72,148.16,31.1,4.9,207.1,0.78,0.72,0.06,18.0,Excellent,False
312,VH0128,2025-06-25,1,2632.2,9.54,128.3,298.99,113.79,52.5,19.0,128.3,2.33,0.89,1.44,35.8,Poor,False
313,VH0129,2025-06-25,2,15285.6,11.62,331.5,872.25,431.77,63.6,4.8,331.5,2.63,1.3,1.33,34.2,Good,False
314,VH0130,2025-06-25,1,3171.0,7.72,149.6,171.13,117.08,21.7,5.3,149.6,1.14,0.78,0.36,13.5,Good,False
315,VH0131,2025-06-25,1,2808.0,7.26,155.2,258.18,142.14,36.3,9.4,155.2,1.66,0.92,0.75,22.8,Good,False
316,VH0134,2025-06-25,2,16837.9,23.87,328.1,1494.94,455.42,42.4,6.0,328.1,4.56,1.39,3.17,24.2,Average,False
317,VH0135,2025-06-25,2,22004.0,20.16,200.3,613.11,522.7,72.3,6.6,200.3,3.06,2.61,0.45,39.5,Poor,False
318,VH0136,2025-06-25,2,1588.9,21.73,328.9,1047.56,346.8,72.1,98.6,328.9,3.19,1.05,2.13,85.4,Average,False
319,VH0137,2025-06-25,1,369.5,19.59,245.7,424.41,112.56,11.4,60.4,245.7,1.73,0.46,1.27,35.9,Poor,False
320,VH0138,2025-06-25,2,20301.7,14.49,377.1,788.66,282.11,89.2,6.4,377.1,2.09,0.75,1.34,47.8,Average,False
321,VH0139,2025-06-25,1,2106.2,17.33,117.9,786.32,127.1,33.5,27.6,117.9,6.67,1.08,5.59,30.5,Poor,False
322,VH0143,2025-06-25,1,5491.0,17.44,109.5,602.6,178.35,35.1,11.2,109.5,5.5,1.63,3.87,23.1,Good,False
323,VH0146,2025-06-25,2,2815.2,16.81,266.2,1080.53,402.39,105.8,63.2,266.2,4.06,1.51,2.55,84.5,Excellent,False
324,VH0147,2025-06-25,2,19903.9,22.19,279.1,1120.26,585.93,63.3,7.1,279.1,4.01,2.1,1.91,35.2,Poor,False
325,VH0150,2025-06-25,1,3403.3,3.22,147.1,696.48,177.19,27.5,2.6,147.1,4.73,1.2,3.53,15.1,Good,False
326,VH0152,2025-06-25,1,8171.9,4.67,117.1,279.98,144.42,59.0,3.4,117.1,2.39,1.23,1.16,31.2,Excellent,False
327,VH0153,2025-06-25,2,6201.6,15.61,281.4,603.29,573.51,62.2,15.7,281.4,2.14,2.04,0.11,38.9,Good,False
328,VH0159,2025-06-25,2,2307.4,26.12,277.8,657.34,260.14,65.0,73.5,277.8,2.37,0.94,1.43,69.2,Average,False
329,VH0162,2025-06-25,1,246.3,12.12,163.3,166.49,258.64,11.0,54.3,163.3,1.02,1.58,-0.56,32.7,Excellent,False
330,VH0164,2025-06-25,1,6911.2,10.76,219.5,736.46,268.64,40.8,6.3,219.5,3.36,1.22,2.13,23.5,Good,True
331,VH0165,2025-06-25,1,1989.7,13.86,122.9,746.36,322.96,9.3,6.5,122.9,6.07,2.63,3.45,7.9,Average,False
332,VH0166,2025-06-25,1,2916.6,5.04,47.0,517.11,308.09,39.4,6.8,47.0,11.0,6.56,4.45,23.1,Average,False
333,VH0168,2025-06-25,1,8907.8,17.33,207.9,250.17,355.39,78.7,15.3,207.9,1.2,1.71,-0.51,47.0,Average,False
334,VH0169,2025-06-25,2,4588.5,14.55,315.2,747.44,339.68,97.9,31.0,315.2,2.37,1.08,1.29,64.5,Excellent,False
335,VH0170,2025-06-25,1,7709.8,15.83,149.1,695.72,130.87,38.5,7.9,149.1,4.67,0.88,3.79,23.2,Good,False
336,VH0171,2025-06-25,2,4767.6,26.47,464.8,794.2,453.88,18.5,10.2,464.8,1.71,0.98,0.73,14.4,Average,False
337,VH0174,2025-06-25,2,1436.4,13.92,318.8,489.53,464.15,4.0,3.9,318.8,1.54,1.46,0.08,3.9,Good,False
338,VH0175,2025-06-25,1,1522.1,4.58,163.3,510.85,326.16,10.8,3.3,163.3,3.13,2.0,1.13,7.0,Average,False
339,VH0178,2025-06-25,1,1872.4,13.96,213.2,341.85,226.82,66.8,49.8,213.2,1.6,1.06,0.54,58.3,Average,False
340,VH0180,2025-06-25,2,3429.3,28.09,261.9,661.41,302.02,62.8,51.5,261.9,2.53,1.15,1.37,57.1,Poor,False
341,VH0181,2025-06-25,3,3184.0,14.27,485.5,636.46,700.14,142.5,63.9,485.5,1.31,1.44,-0.13,103.2,Average,False
342,VH0182,2025-06-25,1,5145.9,6.7,215.5,497.45,105.53,62.8,8.2,215.5,2.31,0.49,1.82,35.5,Good,False
343,VH0184,2025-06-25,1,14820.3,13.42,197.6,486.95,302.39,69.4,6.3,197.6,2.46,1.53,0.93,37.8,Good,False
344,VH0185,2025-06-25,2,13690.7,12.56,352.5,585.53,446.5,126.3,11.6,352.5,1.66,1.27,0.39,69.0,Average,False
345,VH0186,2025-06-25,1,1232.6,14.99,159.2,216.77,120.91,13.8,16.8,159.2,1.36,0.76,0.6,15.3,Poor,False
346,VH0188,2025-06-25,1,4970.0,19.47,259.1,278.66,236.74,29.7,11.6,259.1,1.08,0.91,0.16,20.7,Poor,False
347,VH0191,2025-06-25,1,381.3,1.57,137.9,795.62,201.07,12.7,5.2,137.9,5.77,1.46,4.31,9.0,Good,True
348,VH0192,2025-06-25,3,394.0,28.31,509.4,1466.58,668.87,8.1,58.2,509.4,2.88,1.31,1.57,33.1,Excellent,False
349,VH0194,2025-06-25,1,17751.0,13.31,85.1,219.09,195.3,67.5,5.1,85.1,2.57,2.29,0.28,36.3,Good,True
350,VH0195,2025-06-25,2,22917.6,8.46,308.7,694.26,429.97,66.8,2.5,308.7,2.25,1.39,0.86,34.6,Poor,False
351,VH0197,2025-06-25,1,5302.7,5.7,207.9,251.69,247.33,23.5,2.5,207.9,1.21,1.19,0.02,13.0,Average,False
352,VH0198,2025-06-25,1,3083.7,8.7,133.3,695.93,97.21,51.4,14.5,133.3,5.22,0.73,4.49,33.0,Good,False
353,VH0199,2025-06-25,2,6418.7,16.94,372.3,634.38,463.68,90.7,23.9,372.3,1.7,1.25,0.46,57.3,Good,False
354,VH0200,2025-06-25,2,20935.7,26.16,433.1,377.61,351.22,118.8,14.8,433.1,0.87,0.81,0.06,66.8,Good,False
355,VH0001,2025-06-26,1,27899.6,16.21,248.0,466.67,333.4,75.5,4.4,248.0,1.88,1.34,0.54,40.0,Good,False
356,VH0002,2025-06-26,2,2285.3,27.75,374.3,691.35,467.03,146.5,177.9,374.3,1.85,1.25,0.6,162.2,Poor,False
357,VH0005,2025-06-26,1,3638.2,7.02,210.1,264.58,276.66,65.2,12.6,210.1,1.26,1.32,-0.06,38.9,Good,False
358,VH0007,2025-06-26,1,5886.5,7.61,107.3,512.58,214.76,20.7,2.7,107.3,4.78,2.0,2.78,11.7,Excellent,False
359,VH0008,2025-06-26,1,3211.2,11.49,88.1,368.36,277.73,26.3,9.4,88.1,4.18,3.15,1.03,17.9,Excellent,False
360,VH0010,2025-06-26,1,5442.2,12.28,156.4,771.72,240.46,78.9,17.8,156.4,4.93,1.54,3.4,48.4,Excellent,False
361,VH0013,2025-06-26,1,4751.5,15.5,241.9,623.71,203.57,60.2,19.6,241.9,2.58,0.84,1.74,39.9,Poor,False
362,VH0016,2025-06-26,1,7713.5,19.47,152.4,470.78,154.01,37.4,9.4,152.4,3.09,1.01,2.08,23.4,Average,False
363,VH0017,2025-06-26,1,526.3,12.6,73.5,651.16,73.59,41.7,99.8,73.5,8.86,1.0,7.86,70.7,Poor,False
364,VH0018,2025-06-26,1,11185.0,9.98,120.3,331.98,145.53,69.2,6.2,120.3,2.76,1.21,1.55,37.7,Average,False
365,VH0021,2025-06-26,2,13378.8,15.61,335.3,530.47,445.31,79.9,9.3,335.3,1.58,1.33,0.25,44.6,Poor,False
366,VH0024,2025-06-26,1,2256.8,16.44,85.1,604.68,244.04,30.7,22.4,85.1,7.11,2.87,4.24,26.5,Excellent,False
367,VH0028,2025-06-26,1,13808.8,15.83,199.8,599.46,278.89,70.8,8.1,199.8,3.0,1.4,1.6,39.5,Average,False
368,VH0031,2025-06-26,1,25220.0,4.27,171.0,730.0,114.77,74.5,1.3,171.0,4.27,0.67,3.6,37.9,Average,False
369,VH0038,2025-06-26,1,21665.3,4.96,60.9,331.25,78.57,75.1,1.7,60.9,5.44,1.29,4.15,38.4,Excellent,False
370,VH0044,2025-06-26,3,44925.8,22.01,458.6,1208.0,883.93,192.2,9.4,458.6,2.63,1.93,0.71,100.8,Excellent,False
371,VH0045,2025-06-26,1,3853.7,6.7,87.2,323.17,232.52,37.1,6.4,87.2,3.71,2.67,1.04,21.7,Poor,False
372,VH0046,2025-06-26,1,8500.3,16.03,188.6,499.54,237.45,50.5,9.5,188.6,2.65,1.26,1.39,30.0,Poor,False
373,VH0050,2025-06-26,2,11764.7,32.19,270.3,1005.67,360.94,87.9,24.1,270.3,3.72,1.34,2.39,56.0,Poor,False
374,VH0051,2025-06-26,1,6554.0,7.93,103.7,377.64,77.96,34.0,4.1,103.7,3.64,0.75,2.89,19.1,Excellent,False
375,VH0052,2025-06-26,1,2033.3,2.11,169.9,393.61,119.27,37.9,3.9,169.9,2.32,0.7,1.61,20.9,Poor,False
376,VH0053,2025-06-26,2,18643.4,7.19,274.1,506.98,551.02,94.0,3.6,274.1,1.85,2.01,-0.16,48.8,Excellent,False
377,VH0055,2025-06-26,1,839.5,15.49,101.9,382.97,149.97,19.6,36.2,101.9,3.76,1.47,2.29,27.9,Average,False
378,VH0058,2025-06-26,1,4185.6,7.12,90.3,252.94,215.43,37.2,6.3,90.3,2.8,2.39,0.42,21.7,Good,False
379,VH0060,2025-06-26,1,9275.6,12.03,112.8,398.91,289.3,59.2,7.7,112.8,3.54,2.56,0.97,33.5,Excellent,False
380,VH0063,2025-06-26,1,1608.6,19.9,60.9,129.68,246.53,62.1,76.8,60.9,2.13,4.05,-1.92,69.4,Poor,False
381,VH0064,2025-06-26,1,24302.6,15.91,128.3,404.17,192.32,72.7,4.8,128.3,3.15,1.5,1.65,38.7,Average,False
382,VH0067,2025-06-26,1,18036.5,16.5,163.3,459.36,286.5,67.6,6.2,163.3,2.81,1.75,1.06,36.9,Excellent,False
383,VH0068,2025-06-26,1,974.2,3.39,241.9,421.74,241.73,22.7,7.9,241.9,1.74,1.0,0.74,15.3,Good,False
384,VH0069,2025-06-26,1,3776.9,8.93,104.4,651.3,164.84,41.1,9.7,104.4,6.24,1.58,4.66,25.4,Average,False
385,VH0070,2025-06-26,1,15105.0,6.62,128.3,138.72,136.33,69.6,3.1,128.3,1.08,1.06,0.02,36.3,Average,False
386,VH0072,2025-06-26,2,9661.1,23.86,352.4,670.18,277.76,24.8,6.1,352.4,1.9,0.79,1.11,15.4,Excellent,False
387,VH0075,2025-06-26,1,3057.5,11.82,199.3,242.09,244.82,56.1,21.7,199.3,1.21,1.23,-0.01,38.9,Average,False
388,VH0077,2025-06-26,2,18136.6,28.11,257.1,850.57,404.59,100.7,15.6,257.1,3.31,1.57,1.73,58.1,Poor,False
389,VH0078,2025-06-26,1,519.5,0.33,117.8,754.1,213.21,41.8,2.7,117.8,6.4,1.81,4.59,22.2,Excellent,False
