maintenance_id,vehicle_id,maintenance_type,maintenance_date,odometer_reading,description,parts_cost,labor_cost,total_cost,maintenance_provider,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,created_at,updated_at,_loaded_at
99,VH0007,Oil Change,2024-12-29,283688,Ratione iusto facilis.,64.418859233024,66.57901177656471,102.96,Collins Ltd,2025-06-25,113244,COMPLETED,2025-05-13 05:30:40.652066,2025-02-19 07:39:54.633815,2025-09-20 05:52:22.308181
100,VH0007,Routine Service,2025-06-10,209348,Necessitatibus deserunt maiores veniam tempora.,418.87274552568863,432.9187723793177,669.48,Munoz LLC,2025-09-10,335778,COMPLETED,2024-10-20 20:08:51.870072,2025-01-23 08:48:17.141286,2025-09-20 11:47:38.625602
101,VH0007,Tire Replacement,2025-05-17,457561,Nam expedita sit.,1206.4771392680668,1246.9338423538243,1928.3,"Moran, Stevens and Harris",2025-09-21,264809,COMPLETED,2024-12-27 18:35:12.595400,2025-08-05 03:58:51.995999,2025-09-20 10:00:46.099039
102,VH0007,Body Work,2025-09-17,410256,Dolorum rem quo commodi.,1582.610449341076,1635.6800011506134,2529.47,Brown-Ross,2026-02-15,151141,COMPLETED,2024-09-29 06:38:50.710142,2025-08-20 07:59:15.390704,2025-09-20 16:09:07.170776
103,VH0008,Oil Change,2025-01-12,497731,Consequuntur eveniet at rem tenetur consequuntur.,34.53066084955899,35.68857478582563,55.19,Kent-Suarez,2025-06-28,203865,COMPLETED,2025-07-16 11:09:12.380604,2025-02-09 11:10:41.768417,2025-09-19 19:01:13.536318
104,VH0008,Brake Service,2023-10-17,414871,Vel incidunt ex maiores rem eos.,314.329746407138,324.8701410880764,502.39,Mclaughlin LLC,2023-12-21,230710,COMPLETED,2025-04-16 16:05:56.187966,2025-04-24 18:47:39.564253,2025-09-20 11:28:24.508658
105,VH0008,Routine Service,2024-06-15,198600,Officia sint beatae.,410.87044162523824,424.64812785112946,656.69,Graves-Dawson,2024-07-19,370038,COMPLETED,2025-07-19 12:31:10.032998,2025-08-17 05:59:01.917516,2025-09-20 12:04:50.229005
106,VH0008,Brake Service,2023-03-18,333506,Voluptate inventore error doloremque.,334.87045297881804,346.09963755878954,535.22,White PLC,2023-06-17,284624,COMPLETED,2024-03-06 03:40:47.048665,2025-03-28 18:14:22.633437,2025-09-19 20:43:49.892936
107,VH0008,Engine Repair,2024-10-07,493817,Nihil accusantium est suscipit assumenda mollitia.,3816.22928088846,3944.1985974208424,6099.44,Cruz-Hopkins,2025-01-26,206896,COMPLETED,2024-01-10 17:38:44.302776,2025-04-12 07:15:43.678580,2025-09-20 04:33:45.148144
108,VH0008,Transmission Service,2024-08-22,330593,Qui cum hic optio.,2611.8481320868914,2699.4310302170907,4174.49,Long Inc,2025-02-09,351696,COMPLETED,2025-08-10 16:57:16.835608,2025-02-22 08:22:49.764821,2025-09-20 09:22:02.131100
109,VH0008,Body Work,2023-01-02,95998,Deserunt quisquam dolore fugiat quisquam nostrum.,1344.3807985877136,1389.4618142426416,2148.71,"Carter, Hendricks and Wolfe",2023-04-12,415047,COMPLETED,2025-02-24 10:57:46.821779,2025-04-03 16:13:49.494505,2025-09-20 12:43:12.817846
110,VH0008,Brake Service,2024-09-23,199086,Rem earum reiciendis quia.,727.6778364644156,752.0790001613815,1163.04,Kerr Group,2025-02-24,486795,COMPLETED,2024-02-29 20:35:11.471920,2025-08-26 22:59:58.166834,2025-09-20 16:07:56.624736
111,VH0008,Transmission Service,2025-09-10,136473,Reprehenderit consequatur nulla itaque.,1110.5120593422587,1147.7507729454182,1774.92,Carney Inc,2025-12-23,72485,COMPLETED,2025-03-08 10:21:09.413299,2025-08-17 10:37:35.466612,2025-09-20 04:16:48.005524
112,VH0008,Preventive Maintenance,2024-11-05,127903,Veniam facilis minima aut.,243.2787979368368,251.43664674710237,388.83,Hayes-King,2025-03-14,252983,COMPLETED,2024-09-20 16:54:30.368653,2024-10-11 11:59:51.795064,2025-09-20 05:48:57.145305
113,VH0008,Body Work,2023-12-15,444755,Sint asperiores tenetur sed saepe rerum.,574.4452916435151,593.7081204585992,918.13,Fowler Ltd,2024-02-14,337624,COMPLETED,2024-04-07 05:42:32.550197,2025-07-05 13:44:05.491838,2025-09-20 15:05:17.166450
114,VH0008,Oil Change,2024-10-28,192695,Dolorem corrupti optio minima reprehenderit error voluptatibus.,63.098698073528254,65.21458175666814,100.85,Sanders Inc,2024-12-08,124413,COMPLETED,2024-12-09 06:04:32.182524,2024-10-21 06:30:59.925330,2025-09-20 16:46:35.374170
115,VH0008,Transmission Service,2023-01-16,124502,Nostrum et officiis autem doloremque consectetur.,2154.2902849064058,2226.5299317097138,3443.18,"Goodman, Washington and Jones",2023-03-12,312429,COMPLETED,2024-11-25 09:43:34.250744,2025-01-20 04:10:50.400906,2025-09-20 03:06:39.518669
116,VH0008,Engine Repair,2024-02-09,160707,Ipsum recusandae porro qui dolore at.,3757.0222427258627,3883.006174301026,6004.81,"Dodson, Taylor and Hoover",2024-04-09,302583,COMPLETED,2025-03-03 05:46:49.466050,2024-12-01 15:45:30.847897,2025-09-20 17:52:09.749853
117,VH0008,Body Work,2025-02-25,485782,Maiores aliquam nobis laudantium a iure.,1638.2386619907281,1693.1735902828434,2618.38,Roberson PLC,2025-07-26,169841,COMPLETED,2024-05-10 16:31:10.559849,2024-09-30 21:23:33.696214,2025-09-20 10:44:06.350551
118,VH0008,Oil Change,2022-07-05,109891,Corporis deserunt nam iusto.,68.82356755664956,71.13142283821017,110.0,Martinez-Figueroa,2022-08-15,222126,COMPLETED,2025-05-24 08:55:12.331080,2025-01-30 09:58:18.459739,2025-09-20 17:29:24.975258
119,VH0009,Electrical Repair,2024-09-30,483624,Praesentium id fuga fuga commodi.,250.72425660887438,259.1317733995997,400.73,Hernandez-Howard,2024-11-06,212337,COMPLETED,2023-11-24 14:30:30.801350,2025-04-19 12:38:00.173711,2025-09-20 07:42:14.271241
120,VH0009,Body Work,2024-10-21,188295,Qui itaque dolorem explicabo possimus.,1135.1821799673376,1173.2481547864238,1814.35,Ramos Inc,2025-03-24,463861,COMPLETED,2024-03-11 02:18:33.487042,2024-12-31 07:26:07.530606,2025-09-20 03:38:52.587575
121,VH0009,Brake Service,2025-07-12,363400,Similique molestias dicta atque tempora nihil eos.,587.5092561033591,607.2101578118885,939.01,"Keller, Garcia and Vaughn",2025-09-21,267173,COMPLETED,2024-09-19 05:46:50.381523,2025-03-02 15:21:47.078469,2025-09-20 08:31:15.568504
122,VH0009,Preventive Maintenance,2025-01-26,498476,Accusantium ducimus reiciendis necessitatibus adipisci enim harum.,250.82436361622948,259.2352372873643,400.89,Barton and Sons,2025-05-01,69648,COMPLETED,2024-06-10 03:04:01.231586,2025-07-31 10:38:56.122535,2025-09-19 20:24:05.832213
123,VH0009,Body Work,2025-08-20,380774,Porro neque hic.,764.9364132644017,790.5869658887943,1222.59,Kerr-Gonzalez,2025-10-11,177398,COMPLETED,2024-10-11 00:21:29.781817,2024-10-13 20:00:24.229091,2025-09-20 13:15:45.433157
124,VH0009,Routine Service,2024-07-27,484701,Quia sapiente iure eius.,308.6674438036136,319.01796493638733,493.34,Hoover-Frazier,2024-12-01,171025,COMPLETED,2024-03-31 04:04:19.681749,2024-10-31 06:33:11.748916,2025-09-19 20:04:22.671604
125,VH0009,Routine Service,2024-08-16,198346,Aliquid necessitatibus maiores a iste totam eos quibusdam.,179.19154316567668,185.2003590987581,286.4,Robles Ltd,2024-11-21,366439,COMPLETED,2025-02-11 06:57:46.798911,2024-10-16 21:50:32.063147,2025-09-20 02:50:57.164642
126,VH0009,Routine Service,2024-09-30,414219,Quos expedita possimus itaque.,378.43577124217717,391.1258282153766,604.85,"Rodriguez, Murphy and Hart",2025-01-26,185963,COMPLETED,2025-02-09 11:53:41.027215,2025-03-01 17:02:29.861280,2025-09-20 08:48:01.545564
127,VH0009,Tire Replacement,2024-10-09,396932,Aperiam eligendi voluptatum voluptas.,328.14451342214545,339.14815759960084,524.47,"Foster, Patterson and Hall",2024-12-03,200940,COMPLETED,2024-05-05 00:23:01.058779,2025-05-30 06:17:50.445111,2025-09-20 03:09:33.436883
128,VH0009,Tire Replacement,2024-09-04,266614,Assumenda aspernatur nam reprehenderit neque.,1124.4582168044196,1162.1645858096338,1797.21,Thompson-Morales,2024-10-05,417880,COMPLETED,2024-11-25 08:42:01.007169,2025-03-13 01:08:26.218768,2025-09-19 21:37:03.227148
129,VH0009,Body Work,2024-12-02,427593,Aspernatur distinctio dolores corrupti dolore.,1156.8991438754404,1195.6933519383717,1849.06,Jones LLC,2025-05-07,108476,COMPLETED,2024-08-04 02:30:47.249539,2025-05-25 00:23:45.420743,2025-09-20 06:04:10.492973
130,VH0009,Engine Repair,2025-04-23,450746,Qui soluta cum minima illo.,3522.3338773576875,3640.448022422729,5629.71,Mcclure Group,2025-08-20,483768,COMPLETED,2025-07-06 19:37:34.180479,2025-06-11 01:00:16.583616,2025-09-20 17:34:28.264037
131,VH0009,Tire Replacement,2024-11-26,57351,Nobis enim id veniam cupiditate.,513.5739744836385,530.795610204695,820.84,"Herrera, Mooney and Jefferson",2024-12-26,332545,COMPLETED,2024-07-16 02:14:25.226508,2025-03-30 08:14:52.572873,2025-09-20 09:36:32.452694
132,VH0010,Brake Service,2025-03-28,476338,Nulla delectus deleniti doloremque.,376.0457164415735,388.65562789499506,601.03,"Nguyen, Mccoy and Price",2025-08-15,166415,COMPLETED,2025-07-31 21:43:23.288965,2025-02-11 00:12:25.816623,2025-09-20 01:55:43.924373
133,VH0010,Body Work,2025-09-04,61406,Maxime explicabo eveniet aspernatur.,472.9242728094973,488.78280527925386,755.87,"Anderson, Thompson and Gill",2025-12-04,169919,COMPLETED,2025-06-18 10:43:01.115537,2024-09-26 09:13:29.617392,2025-09-20 07:08:52.082278
134,VH0010,Preventive Maintenance,2025-07-15,460911,Vitae debitis dignissimos molestias eaque eveniet eius autem.,94.16941048137569,97.32718592162739,150.51,Smith-Barr,2025-12-29,408751,COMPLETED,2024-09-20 01:55:06.353750,2025-09-02 02:56:11.879585,2025-09-20 12:28:25.192204
135,VH0010,Body Work,2025-05-26,481728,Qui dolor dicta voluptates nam consectetur aperiam.,1585.3446219794632,1638.5058585851862,2533.84,"Harmon, Gordon and Bush",2025-07-29,439863,COMPLETED,2025-06-05 18:20:32.681454,2025-07-17 10:16:21.125750,2025-09-20 07:17:57.115421
136,VH0010,Tire Replacement,2025-02-22,474412,Tempora mollitia velit expedita nemo labore iste.,268.8123415003538,277.82640462007834,429.64,Young-Patterson,2025-06-21,205447,COMPLETED,2024-01-17 22:40:13.887299,2024-11-07 01:27:47.122257,2025-09-20 02:41:52.223424
137,VH0010,Oil Change,2025-04-12,83746,Placeat eveniet ad ratione aliquam adipisci.,53.05671389821712,54.83586051527475,84.8,Jimenez-Harris,2025-05-17,170846,COMPLETED,2023-10-08 15:41:18.581604,2024-11-06 11:50:33.339098,2025-09-20 09:51:39.773981
138,VH0010,Body Work,2025-05-10,51654,Earum vel a placeat nostrum temporibus accusamus.,997.3035473995297,1030.7460488695478,1593.98,"Johnson, Mclean and George",2025-06-13,204178,COMPLETED,2024-12-05 23:47:07.327099,2024-10-31 13:42:22.861425,2025-09-19 19:45:16.450105
139,VH0010,Transmission Service,2025-09-08,489805,Harum necessitatibus cupiditate explicabo ut maxime esse.,2302.461169167913,2379.669418587395,3680.0,Ramirez Ltd,2025-12-16,120758,COMPLETED,2023-11-30 18:39:40.686232,2025-09-20 12:14:51.499022,2025-09-20 08:08:52.154977
140,VH0010,Routine Service,2025-08-05,235554,Non qui in deleniti reiciendis.,161.76041050996528,167.18470964173508,258.54,Meyer Group,2025-12-01,148502,COMPLETED,2024-05-04 23:47:26.656979,2025-03-05 14:32:04.353581,2025-09-20 07:56:11.677074
141,VH0010,Brake Service,2025-07-07,428994,Quaerat non praesentium consequatur quia tempora.,667.6699422429768,690.0588659394475,1067.13,Christensen-Perez,2025-12-21,460149,COMPLETED,2024-08-20 08:44:42.915358,2025-06-15 03:46:20.820901,2025-09-19 23:56:31.058930
142,VH0010,Transmission Service,2025-07-25,147502,Fugiat tempora alias eveniet.,2846.0484757942104,2941.484795642535,4548.81,Harris Inc,2025-09-29,122905,COMPLETED,2025-04-24 04:06:23.890282,2024-11-08 07:35:07.320364,2025-09-20 06:55:52.673751
143,VH0011,Tire Replacement,2025-07-29,304491,Autem fuga eos tenetur consequatur illum aspernatur.,647.0291286639417,668.7259055809698,1034.14,"Horton, Walker and Salas",2026-01-18,334191,COMPLETED,2024-11-10 00:30:16.430473,2025-01-20 12:13:19.698664,2025-09-19 23:59:54.767302
144,VH0011,Routine Service,2024-12-26,247193,Animi labore eligendi numquam debitis quidem aperiam.,350.7374136446056,362.49866376948967,560.58,"Smith, Kane and Jones",2025-06-24,51949,COMPLETED,2023-11-09 14:06:00.765206,2025-06-19 08:43:04.742370,2025-09-20 09:10:44.920746
145,VH0011,Routine Service,2024-06-24,273592,Recusandae pariatur nostrum provident sequi doloribus.,350.26816204762844,362.01367679559274,559.83,Mays and Sons,2024-09-10,384943,COMPLETED,2024-07-20 09:24:49.368198,2025-02-15 04:57:12.042903,2025-09-20 08:16:51.973442
146,VH0011,Brake Service,2024-04-29,351376,Quam minus tempore ipsa vero autem.,334.4887950132766,345.70518148668674,534.61,"Dunn, Pope and Harris",2024-07-23,496819,COMPLETED,2023-11-06 02:26:59.991737,2025-09-13 21:16:31.395106,2025-09-19 20:27:49.223201
147,VH0011,Transmission Service,2024-12-18,196315,Nulla at cumque magni occaecati voluptas laudantium.,2359.234355714189,2438.346375935933,3770.74,Martin-Gonzalez,2025-03-14,160456,COMPLETED,2025-09-18 21:01:13.121075,2025-04-05 07:10:24.451673,2025-09-20 05:20:38.389067
148,VH0011,Preventive Maintenance,2024-11-01,166631,Ducimus adipisci commodi.,187.18759037816744,193.4645371339611,299.18,Turner PLC,2025-03-24,258441,COMPLETED,2025-06-20 14:28:56.341788,2025-07-14 15:04:41.710152,2025-09-20 00:07:00.903730
149,VH0011,Oil Change,2024-11-15,244013,Accusamus ad nulla repellendus sapiente iste delectus.,86.93667919996778,89.85192003063003,138.95,Miller-Kaufman,2025-03-02,54069,COMPLETED,2025-04-28 02:54:14.713573,2024-11-08 10:42:12.790764,2025-09-20 15:29:44.609952
150,VH0011,Transmission Service,2024-10-18,478638,Debitis dolores beatae.,1147.66427244693,1186.1488082920812,1834.3,Alexander-Wagner,2025-03-02,265467,COMPLETED,2024-03-22 22:06:23.825669,2024-10-18 12:18:50.709167,2025-09-20 15:26:46.891970
151,VH0011,Engine Repair,2025-04-24,133198,Aut aut ullam unde explicabo excepturi.,3402.0365379566233,3516.1167617945225,5437.44,Gill Group,2025-09-06,118540,COMPLETED,2024-09-20 04:24:53.054018,2025-06-06 06:47:48.099463,2025-09-20 06:34:42.049468
152,VH0011,Routine Service,2025-06-30,370954,Laborum animi totam eos iusto facilis.,415.27514994886377,429.2005389127749,663.73,"Hernandez, Barber and Scott",2025-10-31,249177,COMPLETED,2025-08-11 10:46:57.534016,2024-10-03 13:53:49.451983,2025-09-20 08:18:14.070356
153,VH0011,Preventive Maintenance,2024-11-23,487765,Quas distinctio labore.,178.7598316964577,184.75417108277298,285.71,Campbell-Hart,2025-04-17,230008,COMPLETED,2025-09-14 08:05:56.773867,2025-06-05 08:47:34.674436,2025-09-20 16:53:58.701501
154,VH0011,Preventive Maintenance,2024-12-03,240738,Perferendis quae sed ut facilis adipisci.,138.06007651863902,142.6896342134496,220.66,Espinoza and Sons,2025-05-31,266952,COMPLETED,2024-08-25 19:11:54.873333,2025-09-20 18:17:47.020615,2025-09-20 15:28:24.429212
155,VH0011,Routine Service,2024-06-03,379952,Vitae non aliquid ipsum ullam.,207.0463179622407,213.98918586927738,330.92,Smith PLC,2024-08-05,417617,COMPLETED,2025-03-13 07:06:01.762760,2025-02-17 18:32:46.958579,2025-09-20 09:54:51.260244
156,VH0012,Engine Repair,2025-06-15,338322,Consectetur maxime nihil facere ipsa accusamus labore.,4937.315142882604,5102.877743511404,7891.26,Henry-Frost,2025-10-27,437575,COMPLETED,2024-04-24 04:01:38.233925,2024-10-08 21:50:59.523304,2025-09-20 05:35:14.123173
157,VH0012,Oil Change,2025-08-29,84509,Voluptatem facilis laudantium ab similique natus.,50.15361068491845,51.83540777009934,80.16,Parker-Archer,2026-02-01,319902,COMPLETED,2023-09-26 19:08:57.418167,2025-07-27 18:39:02.815091,2025-09-20 01:56:15.543346
158,VH0012,Brake Service,2024-10-22,289997,Odio ipsum architecto excepturi error.,410.4887836596968,424.25367177902666,656.08,Riddle Inc,2025-04-04,447569,COMPLETED,2023-11-11 13:55:26.228147,2024-10-05 21:09:45.003215,2025-09-20 17:08:22.690434
159,VH0012,Tire Replacement,2025-02-11,313243,Maxime distinctio consectetur magnam sunt nesciunt sed quaerat.,709.0454197204426,732.8217840511824,1133.26,"Martin, Hines and Krueger",2025-05-04,147842,COMPLETED,2023-11-27 10:22:25.650987,2025-03-02 16:24:56.724675,2025-09-19 22:42:25.785290
160,VH0012,Engine Repair,2025-06-30,416342,Nisi doloremque optio nesciunt.,2502.287269224665,2586.1962715516456,3999.38,"Burns, Barker and Horton",2025-10-26,53419,COMPLETED,2024-02-08 07:15:15.486891,2025-02-26 19:21:41.633030,2025-09-20 09:54:47.152497
161,VH0012,Tire Replacement,2025-05-18,410744,Sit iure ex consectetur necessitatibus tempore vero.,652.6976879554257,674.5845482256442,1043.2,Johnson-Li,2025-09-26,212542,COMPLETED,2025-01-04 18:57:04.012484,2025-08-12 23:51:12.204187,2025-09-20 07:36:10.648929
162,VH0012,Body Work,2025-05-10,310877,Magni quas dolore vero recusandae expedita sequi cumque.,1192.6748856289787,1232.6687588282705,1906.24,"Johnson, Wade and Hernandez",2025-06-26,149547,COMPLETED,2023-12-22 10:21:56.089113,2024-11-28 12:00:32.461449,2025-09-20 13:48:03.425015
163,VH0012,Electrical Repair,2025-05-01,241273,Debitis modi aut itaque explicabo eveniet.,585.9388274254757,605.5870680725802,936.5,Wright-Lane,2025-09-17,292024,COMPLETED,2023-09-28 07:26:00.894503,2024-10-22 04:05:44.579140,2025-09-19 20:53:54.684754
164,VH0012,Body Work,2025-05-22,79794,Nulla a necessitatibus sit id modi.,602.8631683564516,623.0789315977946,963.55,Newman Group,2025-09-15,313734,COMPLETED,2024-10-13 11:25:33.900312,2024-11-17 04:45:57.865149,2025-09-20 04:43:14.571121
165,VH0012,Engine Repair,2025-02-16,188534,Hic temporibus iure at aliquam.,806.3994843733032,833.4404149023233,1288.86,"Mccann, Miller and Kent",2025-05-15,358629,COMPLETED,2023-09-30 23:03:43.276683,2025-07-12 11:00:15.439016,2025-09-20 14:57:48.443771
166,VH0012,Electrical Repair,2025-08-06,400781,Non ab consectetur corporis aspernatur ipsam rem.,361.05469209014336,373.1619107022359,577.07,Holt-Mason,2026-01-01,153484,COMPLETED,2024-12-17 22:17:39.333511,2025-04-02 04:32:13.330204,2025-09-20 01:37:03.209691
167,VH0012,Electrical Repair,2025-04-05,450240,Cumque assumenda natus sequi quis voluptates provident.,780.3153522693332,806.4816056466417,1247.17,Willis-Gross,2025-05-31,460969,COMPLETED,2024-03-03 16:57:31.175250,2025-09-02 15:22:54.607149,2025-09-20 05:19:10.431194
168,VH0012,Preventive Maintenance,2025-06-23,380972,Odit tenetur laudantium rem iusto quam.,201.8470102677338,208.61553019849987,322.61,"Armstrong, Salinas and Olsen",2025-12-14,441674,COMPLETED,2024-12-07 00:57:15.351062,2025-01-09 15:27:40.816466,2025-09-20 06:48:42.633412
169,VH0012,Oil Change,2025-01-01,262666,Eligendi corporis voluptates hic.,64.62532993569394,66.79240604507936,103.29,Conrad Group,2025-05-23,220628,COMPLETED,2023-10-17 04:22:34.466757,2025-07-27 12:15:36.394927,2025-09-20 12:26:46.079299
170,VH0012,Brake Service,2025-06-04,365147,Tempore iste omnis praesentium accusamus magnam perspiciatis.,627.3080482149817,648.3435196913299,1002.62,Benitez Group,2025-11-24,160226,COMPLETED,2023-09-22 11:28:34.213287,2025-09-05 12:43:05.394810,2025-09-19 18:54:13.004430
171,VH0012,Transmission Service,2024-09-27,104332,Eaque odio tenetur distinctio rerum.,2502.0682851460756,2585.9699442971605,3999.03,"Butler, Roberts and Jordan",2025-01-26,52635,COMPLETED,2024-02-05 13:32:15.699846,2025-04-11 16:15:09.302931,2025-09-20 02:12:36.508470
172,VH0012,Brake Service,2024-11-29,443585,Repudiandae laboriosam autem veritatis doloremque.,204.3747122034507,211.22799336455773,326.65,Gonzalez and Sons,2025-03-23,307667,COMPLETED,2024-08-25 06:42:54.358721,2025-05-08 10:56:09.583538,2025-09-20 04:46:46.082986
173,VH0012,Electrical Repair,2025-03-25,310953,Adipisci deleniti voluptatum laboriosam adipisci maxime.,508.2119929021795,525.2538257162998,812.27,"Olsen, Lopez and Brown",2025-09-21,398874,COMPLETED,2025-03-24 02:23:52.716325,2025-05-04 00:29:21.498476,2025-09-20 10:51:40.583349
174,VH0012,Preventive Maintenance,2024-12-01,359505,Ipsam debitis illo culpa atque.,198.87508348687848,205.54394603048624,317.86,Green Group,2025-05-20,360241,COMPLETED,2023-12-27 23:35:11.971976,2024-12-03 06:31:27.460427,2025-09-19 19:28:34.692982
175,VH0013,Transmission Service,2024-10-31,328369,Quis nulla eum voluptatem assumenda eius corrupti.,1291.8496464781108,1335.1691391381314,2064.75,Miller Inc,2025-04-07,458200,COMPLETED,2024-08-14 15:15:54.392012,2024-09-30 11:10:43.126006,2025-09-20 12:25:08.496877
