maintenance_id,vehicle_id,maintenance_type,maintenance_date,maintenance_mileage,maintenance_cost_usd,maintenance_duration_hours,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,risk_score,parts_replaced,service_provider,warranty_covered
186,VH0013,Body Work,2025-03-07,129621,2526.9,4.0,2025-07-12,178875,Scheduled,1,"[""a"", ""tempore"", ""iste""]",Schultz Inc,False
187,VH0013,Electrical Repair,2025-09-02,112230,784.0,6.6,2026-02-24,453232,In Progress,3,[],"Nguyen, Wallace and Lawson",False
188,VH0014,Body Work,2024-03-15,116169,505.96,3.2,2024-07-16,336036,Completed,9,[],"Bauer, Bailey and Crosby",True
189,VH0014,Routine Service,2025-07-28,328277,699.28,3.0,2025-12-27,272132,In Progress,8,"[""pariatur""]","Vincent, Stein and Navarro",False
190,VH0014,Body Work,2023-12-08,166431,2312.05,7.4,2024-04-14,333523,Scheduled,10,"[""earum"", ""dicta""]","Walter, Glover and Moran",False
191,VH0014,Engine Repair,2023-04-11,338693,1573.42,5.9,2023-09-14,67138,Scheduled,2,"[""praesentium""]",Turner Ltd,False
192,VH0014,Transmission Service,2025-09-16,237206,3662.12,7.0,2025-12-10,226282,In Progress,4,[],Jackson-Griffin,False
193,VH0014,Routine Service,2023-06-27,122701,527.38,3.3,2023-10-15,230936,Scheduled,5,"[""ut"", ""quis"", ""excepturi""]",Lewis Ltd,True
194,VH0014,Brake Service,2024-12-17,381739,640.11,1.9,2025-01-24,165653,In Progress,5,"[""corrupti"", ""nostrum"", ""aliquam""]",Hickman LLC,False
195,VH0014,Routine Service,2025-06-22,297060,204.8,6.4,2025-09-15,344275,In Progress,4,"[""hic"", ""est""]","Scott, Alvarez and Merritt",True
196,VH0014,Brake Service,2023-07-04,317620,589.36,7.8,2023-08-26,93613,Completed,2,"[""deleniti""]","Schultz, Vasquez and Pope",False
197,VH0014,Routine Service,2024-01-13,219854,360.26,5.5,2024-06-06,347471,Completed,2,"[""et"", ""repellat""]","Brown, Cooper and Kent",True
198,VH0014,Body Work,2025-01-26,284769,1315.48,6.3,2025-04-30,365864,In Progress,5,"[""modi"", ""ullam"", ""temporibus""]","Burch, Kim and Hall",True
199,VH0014,Body Work,2023-11-06,236713,2647.49,4.5,2024-03-30,399373,In Progress,9,"[""illum""]",Rodriguez LLC,True
200,VH0014,Tire Replacement,2025-01-23,344526,1670.79,1.3,2025-04-03,313331,Scheduled,9,[],Garner Inc,True
201,VH0014,Preventive Maintenance,2024-08-22,478993,242.6,6.6,2024-11-06,390499,Scheduled,9,"[""debitis"", ""ipsam""]",Ray-Smith,False
202,VH0014,Brake Service,2023-05-09,244879,357.09,6.7,2023-09-17,279645,Completed,6,"[""quidem"", ""eaque""]",Whitney-Flores,True
203,VH0015,Oil Change,2020-11-07,117003,121.98,3.6,2020-12-10,108462,In Progress,7,"[""veritatis""]",Meyer PLC,True
204,VH0015,Brake Service,2022-08-01,267358,928.53,6.0,2022-12-18,325690,Completed,7,[],Foster PLC,False
205,VH0015,Electrical Repair,2024-08-02,176969,738.4,3.1,2024-09-27,439650,Completed,9,[],Thomas-Hahn,True
206,VH0015,Engine Repair,2024-06-21,392758,1704.25,4.6,2024-08-01,411981,Scheduled,3,"[""praesentium"", ""vero""]",Hernandez-Campbell,True
207,VH0015,Preventive Maintenance,2023-10-13,182755,287.57,2.9,2023-12-23,96539,Scheduled,5,"[""voluptates"", ""aliquid"", ""sapiente""]",Parker-Mooney,False
208,VH0015,Tire Replacement,2019-01-01,264181,766.38,2.7,2019-02-15,338438,Completed,4,[],"Berry, Welch and Lewis",True
209,VH0015,Routine Service,2020-04-15,337264,745.97,2.3,2020-07-08,66084,Scheduled,7,"[""minus""]",Zavala LLC,False
210,VH0015,Routine Service,2019-03-24,80291,393.91,2.2,2019-06-13,280333,Completed,7,"[""eos"", ""et""]","Fitzgerald, Leblanc and Parsons",False
211,VH0015,Electrical Repair,2024-08-15,63007,1291.43,3.9,2025-01-08,82825,Completed,7,[],"Myers, Joyce and Hopkins",False
212,VH0015,Oil Change,2024-07-23,143309,70.48,4.8,2024-12-17,209942,Scheduled,10,"[""adipisci"", ""quo""]",Rogers-Gregory,False
213,VH0015,Preventive Maintenance,2025-08-23,80054,412.83,5.2,2026-02-19,153532,Completed,3,"[""mollitia"", ""mollitia"", ""aut""]","Acosta, Campbell and Leblanc",True
214,VH0015,Preventive Maintenance,2023-06-06,81908,482.56,5.6,2023-08-18,404204,Scheduled,1,"[""quo""]",Davis-Morris,False
215,VH0015,Oil Change,2024-02-13,191830,132.98,5.8,2024-07-10,232228,Completed,4,"[""asperiores""]","Torres, Pena and Ray",False
216,VH0015,Preventive Maintenance,2021-06-10,404398,191.13,2.1,2021-09-22,235216,In Progress,4,"[""perspiciatis"", ""illum""]",Clark Ltd,False
217,VH0015,Routine Service,2019-07-22,131387,247.27,7.1,2019-12-16,328300,Completed,3,"[""totam"", ""accusamus""]",Barber-Johnston,True
218,VH0015,Electrical Repair,2023-04-03,201849,1366.56,6.3,2023-09-28,392550,Completed,3,"[""dignissimos"", ""minus""]",Shelton-Jackson,True
219,VH0015,Transmission Service,2018-06-27,414561,2524.28,1.9,2018-12-10,499895,Scheduled,4,"[""magnam"", ""pariatur""]",Landry Inc,True
220,VH0016,Electrical Repair,2025-09-18,367550,499.25,3.6,2025-12-18,59132,Scheduled,7,"[""totam"", ""labore"", ""rerum""]",Booker-Sims,False
221,VH0016,Transmission Service,2025-08-16,262065,2025.52,3.7,2025-11-28,65432,In Progress,8,"[""aliquid"", ""cumque"", ""excepturi""]",Burns-Watts,True
222,VH0016,Body Work,2025-09-17,434300,2765.77,3.7,2026-03-15,86089,Completed,1,"[""ullam""]","Bennett, Holt and Pope",True
223,VH0016,Tire Replacement,2025-08-31,415619,1135.15,3.1,2025-12-23,456196,Completed,5,"[""officiis"", ""totam"", ""modi""]",Chen-Wallace,False
224,VH0016,Preventive Maintenance,2025-07-24,95699,173.66,6.0,2025-11-26,192664,Scheduled,5,[],Miller Group,False
225,VH0016,Engine Repair,2025-08-30,71250,2697.6,7.9,2025-12-24,450854,Scheduled,9,"[""quaerat"", ""et"", ""adipisci""]","Berry, Armstrong and Hill",True
226,VH0016,Preventive Maintenance,2025-09-05,360202,465.01,7.6,2026-01-12,244993,Completed,1,"[""rerum""]",Cruz Ltd,True
227,VH0016,Preventive Maintenance,2025-09-02,341983,445.37,4.6,2026-01-29,254017,Completed,10,"[""in""]","Martinez, Nguyen and Reeves",False
228,VH0016,Engine Repair,2025-09-12,140173,7530.13,6.9,2026-01-19,350575,In Progress,8,"[""quidem""]",Sullivan Ltd,True
229,VH0016,Tire Replacement,2025-07-25,437770,1111.06,5.2,2025-12-31,412281,Scheduled,6,[],"Roth, Logan and Moreno",False
230,VH0016,Routine Service,2025-07-27,431473,502.57,2.7,2026-01-09,479519,Scheduled,4,"[""reprehenderit"", ""quidem""]","Fuentes, Pearson and Molina",True
231,VH0016,Engine Repair,2025-08-05,129834,6877.36,6.1,2025-11-03,251262,Completed,2,"[""unde"", ""cumque""]",Atkins Ltd,True
232,VH0016,Electrical Repair,2025-08-03,343837,590.31,7.2,2026-01-30,390437,Completed,3,"[""quos"", ""occaecati""]",Martinez-Anderson,False
233,VH0016,Body Work,2025-08-04,382631,1567.07,7.7,2025-12-22,97276,Completed,1,"[""dolorem"", ""commodi"", ""ratione""]",York-Johnson,False
234,VH0017,Brake Service,2025-09-13,283916,618.86,1.0,2025-10-15,107686,Scheduled,5,"[""quae"", ""in""]",Burch-Jackson,False
235,VH0017,Tire Replacement,2025-09-12,113143,452.33,4.1,2025-12-03,236219,Scheduled,9,[],"Smith, Turner and Shah",False
236,VH0017,Body Work,2025-04-10,171182,2001.37,5.4,2025-08-21,163991,In Progress,3,"[""impedit"", ""unde"", ""quibusdam""]",Taylor-Henry,True
237,VH0017,Preventive Maintenance,2025-01-30,269207,485.5,1.7,2025-05-05,113114,Scheduled,9,"[""libero"", ""sequi"", ""quidem""]","Clark, Garcia and Weiss",False
238,VH0017,Transmission Service,2025-01-04,292444,2042.81,7.0,2025-06-08,471417,Scheduled,2,"[""eaque"", ""dicta"", ""in""]",Bernard PLC,True
239,VH0017,Routine Service,2025-04-21,266210,369.83,2.5,2025-06-18,448987,Scheduled,8,[],"Howard, Anderson and Dean",True
240,VH0017,Preventive Maintenance,2024-11-10,425554,165.77,6.1,2025-01-26,142805,Scheduled,4,"[""facere"", ""facilis"", ""modi""]","Mckee, Ross and Miller",True
241,VH0017,Brake Service,2025-01-10,266526,603.48,6.7,2025-06-23,183394,Completed,3,[],Bentley-Thomas,True
242,VH0017,Tire Replacement,2024-12-24,230402,1179.44,4.2,2025-03-08,221942,Completed,3,[],"Oconnor, Cowan and Terry",True
243,VH0017,Routine Service,2024-12-20,486004,361.07,4.5,2025-02-03,347418,Completed,9,"[""minima"", ""recusandae"", ""unde""]","Hoover, Jacobs and Barnes",True
244,VH0017,Electrical Repair,2024-12-07,330207,767.62,4.8,2025-05-23,336473,Scheduled,2,"[""nostrum""]",Johnson-Munoz,False
245,VH0018,Transmission Service,2024-10-03,173840,1682.08,2.4,2025-02-07,253841,In Progress,6,"[""cupiditate"", ""quibusdam"", ""culpa""]","Kelley, Jones and Bowman",False
246,VH0018,Brake Service,2025-01-20,127192,324.18,4.5,2025-02-26,201168,Completed,6,"[""iusto"", ""fugit"", ""dignissimos""]",Hill Inc,False
247,VH0018,Preventive Maintenance,2025-01-25,412567,208.94,3.9,2025-03-24,65263,Scheduled,5,[],Gray Inc,False
248,VH0018,Engine Repair,2025-06-29,59295,1791.02,3.7,2025-08-26,313286,Completed,9,"[""cupiditate""]",Fox LLC,True
249,VH0018,Tire Replacement,2025-04-16,210925,993.2,4.3,2025-06-10,413465,Completed,3,"[""porro"", ""consequatur""]","Bailey, Armstrong and Campbell",True
250,VH0018,Engine Repair,2024-12-16,162756,5726.5,7.9,2025-04-28,458755,Completed,3,"[""consequuntur"", ""architecto"", ""dolores""]",Potts-Price,False
251,VH0018,Preventive Maintenance,2025-01-13,384952,302.84,3.3,2025-06-10,138491,Scheduled,5,[],"Byrd, Kramer and Arnold",False
252,VH0019,Brake Service,2025-08-27,230215,912.8,5.3,2025-12-28,106333,In Progress,3,[],Woods-Anderson,True
253,VH0019,Engine Repair,2025-03-04,325296,6779.73,4.9,2025-05-07,261689,Scheduled,10,"[""quam"", ""dolor""]","Martinez, Gray and Moss",True
254,VH0019,Oil Change,2025-03-13,315900,101.64,3.8,2025-05-15,480947,In Progress,1,[],"Fowler, Wood and Waters",True
255,VH0019,Transmission Service,2025-07-17,445933,3354.87,3.7,2025-11-12,140035,In Progress,4,"[""nihil"", ""voluptatibus""]",White-Andersen,False
256,VH0019,Brake Service,2025-08-10,370229,550.76,3.7,2025-12-10,211454,Scheduled,4,[],"Mitchell, Cisneros and Meyer",False
257,VH0019,Engine Repair,2025-07-25,486415,3311.79,6.9,2025-09-07,187866,In Progress,1,"[""eum""]",Reid-Miller,False
258,VH0019,Body Work,2025-05-03,476833,2643.5,4.9,2025-10-06,464459,Scheduled,2,"[""ipsam""]",Walters Inc,False
259,VH0019,Brake Service,2025-07-27,337451,347.79,6.0,2025-09-19,488736,Completed,4,"[""consectetur"", ""doloremque"", ""repellat""]",Miller LLC,True
260,VH0019,Routine Service,2025-06-22,162934,605.08,4.2,2025-09-09,68736,In Progress,3,[],Stokes-Smith,False
261,VH0019,Body Work,2025-09-09,441278,1201.65,6.4,2025-11-03,358465,Scheduled,10,[],"Romero, Cross and Castillo",True
262,VH0019,Tire Replacement,2025-06-14,229828,1434.1,2.3,2025-10-20,106832,Completed,8,"[""veritatis"", ""quibusdam"", ""voluptatem""]",Sullivan PLC,False
263,VH0019,Preventive Maintenance,2025-04-10,204284,426.93,1.6,2025-07-24,330591,Completed,1,"[""ab""]","Coleman, Ferguson and Reed",True
264,VH0019,Engine Repair,2025-09-18,374507,1129.79,1.0,2026-01-11,80157,Completed,2,[],"Tapia, Morrow and Beard",True
265,VH0019,Brake Service,2025-06-17,412829,1112.53,1.7,2025-12-05,398026,Completed,9,[],"Williams, West and Jackson",False
266,VH0019,Oil Change,2025-09-05,98963,128.25,4.9,2026-02-07,111426,Completed,6,"[""qui"", ""et"", ""doloribus""]",Richardson and Sons,False
267,VH0019,Body Work,2025-06-14,446092,2196.07,6.9,2025-11-24,326463,Scheduled,4,[],Henderson Group,False
268,VH0020,Oil Change,2019-03-02,54307,143.1,4.9,2019-04-03,151752,In Progress,3,"[""culpa"", ""labore""]","Wright, Ryan and Miranda",False
269,VH0020,Tire Replacement,2018-10-01,73822,1742.63,2.3,2019-02-13,459220,Scheduled,4,"[""in"", ""perspiciatis""]",Baker-Smith,True
270,VH0020,Preventive Maintenance,2022-10-21,367259,115.93,4.2,2023-02-08,98841,Completed,5,"[""mollitia"", ""esse"", ""inventore""]","Robertson, Barry and Walls",True
271,VH0020,Routine Service,2024-11-13,147203,334.39,2.1,2025-03-25,335844,In Progress,6,[],Brown-Smith,False
272,VH0020,Electrical Repair,2021-06-15,460942,1009.65,2.2,2021-08-29,473883,In Progress,9,"[""in""]",Rodriguez-Bailey,True
273,VH0020,Preventive Maintenance,2023-07-11,256273,324.24,2.6,2023-12-12,429463,Scheduled,8,"[""natus"", ""libero""]",Garcia Group,True
274,VH0020,Body Work,2019-05-19,287490,1754.23,7.8,2019-09-10,167493,In Progress,1,"[""quia"", ""quam""]",Jenkins Group,True
275,VH0020,Engine Repair,2017-11-14,65145,6128.89,6.6,2018-04-07,99605,Scheduled,6,"[""unde"", ""explicabo""]",Ruiz LLC,False
276,VH0020,Preventive Maintenance,2020-03-07,463971,333.55,7.8,2020-07-04,59216,Completed,4,"[""nobis""]",Herrera LLC,False
277,VH0020,Engine Repair,2018-09-04,403536,6449.85,5.5,2018-10-13,333550,Completed,6,"[""nulla"", ""unde""]",Martin-Gomez,True
278,VH0020,Routine Service,2021-03-31,110910,754.09,3.2,2021-05-01,110640,Scheduled,7,"[""magnam"", ""voluptatum"", ""eius""]",Lopez Inc,True
279,VH0020,Preventive Maintenance,2018-11-15,322906,305.33,4.9,2019-04-16,342900,Scheduled,2,"[""nihil"", ""iure""]",Martin and Sons,True
280,VH0020,Oil Change,2025-04-24,74497,105.3,6.3,2025-06-04,448372,Scheduled,10,"[""vel"", ""fugiat"", ""cumque""]",Burns-Simpson,True
281,VH0020,Tire Replacement,2023-03-16,188579,705.62,5.5,2023-08-28,200174,Completed,10,"[""debitis"", ""itaque""]",Shaw-Mclean,False
282,VH0020,Transmission Service,2024-06-24,381801,3430.28,7.3,2024-12-18,496351,Completed,7,"[""molestias"", ""delectus"", ""culpa""]",Sparks and Sons,False
283,VH0020,Body Work,2019-01-17,426310,2254.14,5.8,2019-03-13,420001,Scheduled,6,"[""provident"", ""accusantium""]","Young, Gregory and Peterson",True
284,VH0020,Tire Replacement,2025-07-14,329718,521.42,5.0,2025-11-15,196119,In Progress,4,[],"Smith, Castillo and Campbell",True
285,VH0021,Body Work,2024-02-16,106497,2889.4,3.6,2024-07-30,423297,Completed,3,"[""nobis"", ""expedita""]","Hernandez, Dixon and Wright",False
286,VH0021,Routine Service,2025-04-25,429384,718.49,5.5,2025-08-18,70213,Completed,10,[],Gamble-Wright,False
287,VH0021,Electrical Repair,2025-05-29,63908,1407.63,6.6,2025-08-13,98972,Scheduled,10,"[""eius""]",Mccarthy-Patrick,False
288,VH0021,Tire Replacement,2025-03-14,417283,660.0,5.7,2025-04-22,358230,In Progress,8,"[""provident"", ""similique"", ""ducimus""]",Riddle PLC,True
289,VH0021,Preventive Maintenance,2025-01-27,173628,359.61,1.2,2025-07-08,322923,Scheduled,1,"[""distinctio"", ""eum"", ""cumque""]",Morales LLC,False
290,VH0021,Oil Change,2025-09-13,286632,90.9,3.3,2026-01-13,100895,Completed,3,[],Simmons PLC,True
291,VH0022,Tire Replacement,2019-11-24,355961,656.4,4.6,2020-04-10,447805,Scheduled,9,"[""asperiores"", ""modi""]",Warren-Graves,False
292,VH0022,Body Work,2025-07-29,460018,2857.13,4.3,2025-12-06,357007,In Progress,7,[],Rogers Group,True
293,VH0022,Tire Replacement,2018-11-22,421126,763.3,5.3,2019-01-22,446704,Scheduled,6,"[""nobis"", ""temporibus"", ""asperiores""]",Rodriguez-Cox,False
294,VH0022,Tire Replacement,2025-04-21,143432,1981.44,6.4,2025-09-01,481279,Completed,8,"[""nihil"", ""expedita""]",Jacobson-White,False
295,VH0022,Brake Service,2018-06-13,369422,857.7,7.6,2018-08-05,280265,In Progress,1,"[""ut"", ""iste"", ""error""]",Kennedy-Kerr,False
296,VH0022,Body Work,2019-03-06,360471,2628.42,1.7,2019-06-02,184961,Scheduled,4,[],King Group,True
297,VH0022,Body Work,2021-02-02,115586,1066.82,6.5,2021-06-25,417889,In Progress,4,"[""incidunt"", ""culpa"", ""consequatur""]","Smith, Arnold and Atkins",False
298,VH0022,Electrical Repair,2020-11-08,210389,1177.53,4.4,2021-04-01,79327,Completed,5,"[""magni""]","Maxwell, Rice and Watson",True
299,VH0022,Tire Replacement,2023-03-05,268114,1906.42,1.6,2023-06-20,236150,Completed,8,"[""eos""]","Cruz, Eaton and Anderson",False
300,VH0022,Brake Service,2023-11-06,375219,1052.13,4.0,2024-01-04,275803,In Progress,7,"[""cumque"", ""animi"", ""repudiandae""]","Roth, Lee and Griffin",False
301,VH0022,Brake Service,2019-03-01,410559,528.84,4.3,2019-04-12,365306,In Progress,9,"[""quisquam"", ""sit"", ""laboriosam""]",Swanson-Mayo,False
302,VH0022,Tire Replacement,2019-11-30,143678,1407.57,4.9,2020-01-21,416838,Completed,9,"[""dolor"", ""aperiam""]",Lee PLC,False
303,VH0022,Engine Repair,2023-08-15,209431,4784.89,7.8,2024-02-10,101973,In Progress,1,"[""ratione"", ""laborum""]",West-Love,False
304,VH0022,Routine Service,2025-01-26,394390,526.28,7.5,2025-05-08,125378,In Progress,3,"[""atque""]",Barnes-Velazquez,True
305,VH0022,Brake Service,2022-02-09,199925,682.77,5.4,2022-03-22,413266,Scheduled,10,"[""adipisci"", ""doloremque""]","Hill, Ponce and Roberts",False
306,VH0022,Electrical Repair,2025-05-25,448875,426.95,3.1,2025-09-30,478133,In Progress,1,"[""assumenda""]","Lee, Olsen and Simpson",False
307,VH0022,Routine Service,2022-04-26,398991,735.14,6.0,2022-08-03,457572,Scheduled,8,"[""quam"", ""autem""]",Kim PLC,True
308,VH0022,Body Work,2021-03-28,486254,947.41,3.0,2021-05-25,287383,In Progress,2,"[""molestias"", ""natus"", ""sequi""]",Clark-Smith,True
309,VH0022,Electrical Repair,2022-08-09,100210,513.18,3.5,2022-10-10,189112,Completed,3,"[""rerum"", ""voluptatem"", ""accusamus""]","Gibson, Zimmerman and Warren",False
310,VH0023,Transmission Service,2023-11-10,286053,2231.86,3.5,2024-02-18,248586,Completed,10,"[""est"", ""impedit""]","Adams, Wilson and Walker",False
311,VH0023,Electrical Repair,2024-06-21,420621,1110.0,7.6,2024-10-16,474449,Scheduled,8,[],Williams-Hernandez,True
312,VH0023,Preventive Maintenance,2025-05-29,182100,158.78,4.4,2025-08-27,448647,Completed,10,"[""deleniti"", ""fugit"", ""asperiores""]","Whitney, Mayo and Clark",False
313,VH0023,Transmission Service,2023-05-11,407709,1624.02,3.1,2023-08-21,319143,In Progress,9,"[""totam""]",Chen-Compton,False
314,VH0023,Body Work,2023-11-30,409293,1835.77,5.5,2024-03-28,138436,Scheduled,5,"[""voluptatibus"", ""quo""]",Bowen-Ortiz,False
315,VH0023,Tire Replacement,2024-09-05,334878,832.39,2.1,2024-12-24,217117,In Progress,10,"[""itaque"", ""aspernatur"", ""sunt""]",Holloway and Sons,True
316,VH0023,Tire Replacement,2024-12-30,486460,540.8,1.8,2025-05-29,226937,Completed,3,[],Thompson-Bonilla,False
317,VH0023,Tire Replacement,2024-06-25,469149,934.1,1.4,2024-12-20,496430,Scheduled,10,"[""reprehenderit"", ""corrupti""]","Reese, Reyes and Valdez",True
318,VH0023,Engine Repair,2025-05-16,383992,4266.83,6.4,2025-08-27,372981,In Progress,5,"[""tempora"", ""sed""]","Harris, Ramos and Nguyen",False
319,VH0023,Routine Service,2023-08-05,377125,693.58,2.5,2023-11-02,351053,Completed,5,"[""suscipit"", ""nam""]",Griffin Ltd,False
320,VH0023,Preventive Maintenance,2024-12-26,359032,227.29,1.2,2025-06-07,389796,Scheduled,6,[],Hernandez-Mendoza,True
321,VH0023,Routine Service,2024-05-16,437419,508.82,4.1,2024-07-05,483098,Scheduled,10,"[""officia"", ""ea""]",Lopez Group,True
322,VH0023,Electrical Repair,2025-07-26,66668,974.87,5.0,2026-01-10,378554,In Progress,5,"[""ducimus"", ""tenetur""]",Smith-Martin,False
323,VH0023,Preventive Maintenance,2023-07-10,325619,470.68,4.6,2023-11-22,176351,In Progress,6,"[""mollitia""]","Franklin, Jones and Jones",False
324,VH0024,Preventive Maintenance,2022-10-09,417608,130.03,3.0,2023-04-07,406073,Scheduled,3,[],"Waller, Garcia and Rose",False
325,VH0024,Transmission Service,2024-08-26,393871,1929.8,3.9,2024-12-15,83250,In Progress,4,[],Morrison Group,True
326,VH0024,Transmission Service,2023-04-25,122552,2687.17,5.3,2023-06-12,187806,Scheduled,6,"[""culpa""]",Hines Ltd,False
327,VH0024,Preventive Maintenance,2025-06-18,337870,438.7,6.6,2025-07-22,200970,In Progress,10,"[""delectus""]",Carrillo LLC,False
328,VH0024,Body Work,2022-05-16,270357,2040.43,2.1,2022-09-15,325056,Completed,9,"[""sunt""]","Smith, Burch and Rosario",True
329,VH0024,Engine Repair,2022-03-25,428930,7483.37,2.2,2022-04-29,215647,Completed,9,[],"Meyers, Farrell and Miller",False
330,VH0024,Preventive Maintenance,2022-05-11,260140,402.5,1.5,2022-07-18,474044,Scheduled,5,[],"Stafford, Ochoa and Parker",True
331,VH0024,Electrical Repair,2023-09-07,398460,1233.98,3.7,2024-02-09,148474,In Progress,4,"[""exercitationem""]",Stephens LLC,False
332,VH0024,Transmission Service,2024-04-06,222411,4208.06,3.6,2024-06-12,197300,Completed,4,"[""cupiditate"", ""adipisci""]",Garcia LLC,True
333,VH0024,Oil Change,2022-03-20,78377,139.07,7.9,2022-04-30,74767,In Progress,6,"[""nesciunt"", ""dicta"", ""a""]",Johnson Group,True
334,VH0024,Brake Service,2023-04-27,142040,1155.66,6.0,2023-06-17,329172,In Progress,9,"[""libero""]","Mitchell, Dorsey and Cohen",True
335,VH0024,Engine Repair,2024-06-30,270460,3898.37,3.4,2024-11-08,164250,Scheduled,2,[],"Carson, Rodriguez and Jackson",False
336,VH0024,Body Work,2022-03-31,374286,2902.32,4.4,2022-07-30,437664,Scheduled,6,"[""corporis"", ""id""]",Jones-Cook,False
337,VH0024,Electrical Repair,2023-03-23,67037,991.57,1.2,2023-09-14,414972,Scheduled,10,[],Huang PLC,False
338,VH0024,Engine Repair,2022-05-28,212595,7107.46,7.6,2022-08-03,471989,In Progress,3,"[""nobis""]","Rogers, White and Coleman",True
339,VH0024,Oil Change,2025-04-20,444718,74.13,6.0,2025-07-08,335472,Scheduled,1,"[""vitae""]",Weber-Mitchell,False
340,VH0025,Engine Repair,2025-09-02,194976,7183.08,7.9,2026-02-15,408171,Scheduled,9,"[""fugit"", ""praesentium"", ""ut""]",Cantu-Cochran,True
